cod_municipio,uf,regiao,ano,cobertura_aps,fonte
1506906,PA,Norte,2019,100.0,cobertura_ab
1506906,PA,Norte,2020,100.0,cobertura_ab
1506906,PA,Norte,2021,207.31,cobertura_aps
1506906,PA,Norte,2022,206.0,cobertura_aps
1506906,PA,Norte,2023,228.9,cobertura_aps
1506906,PA,Norte,2024,222.94,cobertura_aps
1507003,PA,Norte,2019,99.08,cobertura_ab
1507003,PA,Norte,2020,98.4,cobertura_ab
1507003,PA,Norte,2021,111.48,cobertura_aps
1507003,PA,Norte,2022,109.0,cobertura_aps
1507003,PA,Norte,2023,137.65,cobertura_aps
1507003,PA,Norte,2024,142.2,cobertura_aps
1507102,PA,Norte,2019,99.67,cobertura_ab
1507102,PA,Norte,2020,99.63,cobertura_ab
1507102,PA,Norte,2021,154.44,cobertura_aps
1507102,PA,Norte,2022,153.78,cobertura_aps
1507102,PA,Norte,2023,168.0,cobertura_aps
1507102,PA,Norte,2024,168.0,cobertura_aps
1507151,PA,Norte,2019,95.24,cobertura_ab
1507151,PA,Norte,2020,99.39,cobertura_ab
1507151,PA,Norte,2021,108.72,cobertura_aps
1507151,PA,Norte,2022,107.92,cobertura_aps
1507151,PA,Norte,2023,132.75,cobertura_aps
1507151,PA,Norte,2024,163.16,cobertura_aps
1507201,PA,Norte,2019,100.0,cobertura_ab
1507201,PA,Norte,2020,100.0,cobertura_ab
1507201,PA,Norte,2021,141.59,cobertura_aps
1507201,PA,Norte,2022,150.0,cobertura_aps
1507201,PA,Norte,2023,157.38,cobertura_aps
1507201,PA,Norte,2024,161.29,cobertura_aps
1507300,PA,Norte,2019,45.4,cobertura_ab
1507300,PA,Norte,2020,46.32,cobertura_ab
1507300,PA,Norte,2021,50.9,cobertura_aps
1507300,PA,Norte,2022,50.12,cobertura_aps
1507300,PA,Norte,2023,104.74,cobertura_aps
1507300,PA,Norte,2024,105.09,cobertura_aps
1507409,PA,Norte,2019,100.0,cobertura_ab
1507409,PA,Norte,2020,100.0,cobertura_ab
1507409,PA,Norte,2021,173.93,cobertura_aps
1507409,PA,Norte,2022,175.24,cobertura_aps
1507409,PA,Norte,2023,187.99,cobertura_aps
1507409,PA,Norte,2024,187.99,cobertura_aps
1507458,PA,Norte,2019,100.0,cobertura_ab
1507458,PA,Norte,2020,100.0,cobertura_ab
1507458,PA,Norte,2021,127.5,cobertura_aps
1507458,PA,Norte,2022,128.22,cobertura_aps
1507458,PA,Norte,2023,138.29,cobertura_aps
1507458,PA,Norte,2024,144.3,cobertura_aps
1507466,PA,Norte,2019,100.0,cobertura_ab
1507466,PA,Norte,2020,89.05,cobertura_ab
1507466,PA,Norte,2021,168.89,cobertura_aps
1507466,PA,Norte,2022,166.82,cobertura_aps
1507466,PA,Norte,2023,237.02,cobertura_aps
1507466,PA,Norte,2024,237.02,cobertura_aps
1507474,PA,Norte,2019,100.0,cobertura_ab
1507474,PA,Norte,2020,99.15,cobertura_ab
1507474,PA,Norte,2021,150.57,cobertura_aps
1507474,PA,Norte,2022,179.18,cobertura_aps
1507474,PA,Norte,2023,203.0,cobertura_aps
1507474,PA,Norte,2024,203.0,cobertura_aps
1507508,PA,Norte,2019,100.0,cobertura_ab
1507508,PA,Norte,2020,100.0,cobertura_ab
1507508,PA,Norte,2021,124.54,cobertura_aps
1507508,PA,Norte,2022,134.4,cobertura_aps
1507508,PA,Norte,2023,153.68,cobertura_aps
1507508,PA,Norte,2024,179.3,cobertura_aps
1507607,PA,Norte,2019,41.64,cobertura_ab
1507607,PA,Norte,2020,45.34,cobertura_ab
1507607,PA,Norte,2021,78.75,cobertura_aps
1507607,PA,Norte,2022,75.49,cobertura_aps
1507607,PA,Norte,2023,95.94,cobertura_aps
1507607,PA,Norte,2024,101.18,cobertura_aps
1507706,PA,Norte,2019,78.7,cobertura_ab
1507706,PA,Norte,2020,74.46,cobertura_ab
1507706,PA,Norte,2021,76.53,cobertura_aps
1507706,PA,Norte,2022,77.74,cobertura_aps
1507706,PA,Norte,2023,97.64,cobertura_aps
1507706,PA,Norte,2024,118.53,cobertura_aps
1507755,PA,Norte,2019,100.0,cobertura_ab
1507755,PA,Norte,2020,100.0,cobertura_ab
1507755,PA,Norte,2021,151.68,cobertura_aps
1507755,PA,Norte,2022,158.09,cobertura_aps
1507755,PA,Norte,2023,164.61,cobertura_aps
1507755,PA,Norte,2024,164.61,cobertura_aps
1507805,PA,Norte,2019,95.48,cobertura_ab
1507805,PA,Norte,2020,65.39,cobertura_ab
1507805,PA,Norte,2021,138.23,cobertura_aps
1507805,PA,Norte,2022,166.06,cobertura_aps
1507805,PA,Norte,2023,84.03,cobertura_aps
1507805,PA,Norte,2024,83.14,cobertura_aps
1507904,PA,Norte,2019,55.79,cobertura_ab
1507904,PA,Norte,2020,66.06,cobertura_ab
1507904,PA,Norte,2021,68.45,cobertura_aps
1507904,PA,Norte,2022,59.46,cobertura_aps
1507904,PA,Norte,2023,68.68,cobertura_aps
1507904,PA,Norte,2024,71.7,cobertura_aps
1507953,PA,Norte,2019,41.16,cobertura_ab
1507953,PA,Norte,2020,33.85,cobertura_ab
1507953,PA,Norte,2021,41.75,cobertura_aps
1507953,PA,Norte,2022,34.51,cobertura_aps
1507953,PA,Norte,2023,53.1,cobertura_aps
1507953,PA,Norte,2024,66.98,cobertura_aps
1507961,PA,Norte,2019,100.0,cobertura_ab
1507961,PA,Norte,2020,100.0,cobertura_ab
1507961,PA,Norte,2021,177.26,cobertura_aps
1507961,PA,Norte,2022,175.42,cobertura_aps
1507961,PA,Norte,2023,201.92,cobertura_aps
1507961,PA,Norte,2024,201.92,cobertura_aps
1507979,PA,Norte,2019,100.0,cobertura_ab
1507979,PA,Norte,2020,83.88,cobertura_ab
1507979,PA,Norte,2021,132.96,cobertura_aps
1507979,PA,Norte,2022,94.2,cobertura_aps
1507979,PA,Norte,2023,95.31,cobertura_aps
1507979,PA,Norte,2024,104.12,cobertura_aps
1508001,PA,Norte,2019,43.0,cobertura_ab
1508001,PA,Norte,2020,46.18,cobertura_ab
1508001,PA,Norte,2021,61.94,cobertura_aps
1508001,PA,Norte,2022,55.52,cobertura_aps
1508001,PA,Norte,2023,66.92,cobertura_aps
1508001,PA,Norte,2024,93.42,cobertura_aps
1508035,PA,Norte,2019,100.0,cobertura_ab
1508035,PA,Norte,2020,100.0,cobertura_ab
1508035,PA,Norte,2021,179.15,cobertura_aps
1508035,PA,Norte,2022,177.5,cobertura_aps
1508035,PA,Norte,2023,195.83,cobertura_aps
1508035,PA,Norte,2024,195.83,cobertura_aps
1508050,PA,Norte,2019,55.03,cobertura_ab
1508050,PA,Norte,2020,59.05,cobertura_ab
1508050,PA,Norte,2021,98.9,cobertura_aps
1508050,PA,Norte,2022,114.59,cobertura_aps
1508050,PA,Norte,2023,170.31,cobertura_aps
1508050,PA,Norte,2024,160.74,cobertura_aps
1508084,PA,Norte,2019,73.61,cobertura_ab
1508084,PA,Norte,2020,85.12,cobertura_ab
1508084,PA,Norte,2021,92.1,cobertura_aps
1508084,PA,Norte,2022,75.31,cobertura_aps
1508084,PA,Norte,2023,77.43,cobertura_aps
1508084,PA,Norte,2024,81.86,cobertura_aps
1508100,PA,Norte,2019,85.9,cobertura_ab
1508100,PA,Norte,2020,92.59,cobertura_ab
1508100,PA,Norte,2021,75.99,cobertura_aps
1508100,PA,Norte,2022,73.03,cobertura_aps
1508100,PA,Norte,2023,101.1,cobertura_aps
1508100,PA,Norte,2024,109.96,cobertura_aps
1508126,PA,Norte,2019,71.84,cobertura_ab
1508126,PA,Norte,2020,53.9,cobertura_ab
1508126,PA,Norte,2021,69.12,cobertura_aps
1508126,PA,Norte,2022,67.43,cobertura_aps
1508126,PA,Norte,2023,110.6,cobertura_aps
1508126,PA,Norte,2024,110.6,cobertura_aps
1508159,PA,Norte,2019,71.38,cobertura_ab
1508159,PA,Norte,2020,76.41,cobertura_ab
1508159,PA,Norte,2021,92.43,cobertura_aps
1508159,PA,Norte,2022,77.1,cobertura_aps
1508159,PA,Norte,2023,85.03,cobertura_aps
1508159,PA,Norte,2024,89.72,cobertura_aps
1508209,PA,Norte,2019,64.92,cobertura_ab
1508209,PA,Norte,2020,59.46,cobertura_ab
1508209,PA,Norte,2021,77.53,cobertura_aps
1508209,PA,Norte,2022,62.7,cobertura_aps
1508209,PA,Norte,2023,84.91,cobertura_aps
1508209,PA,Norte,2024,89.5,cobertura_aps
1508308,PA,Norte,2019,63.1,cobertura_ab
1508308,PA,Norte,2020,63.21,cobertura_ab
1508308,PA,Norte,2021,127.29,cobertura_aps
1508308,PA,Norte,2022,130.7,cobertura_aps
1508308,PA,Norte,2023,143.99,cobertura_aps
1508308,PA,Norte,2024,176.41,cobertura_aps
1508357,PA,Norte,2019,98.68,cobertura_ab
1508357,PA,Norte,2020,94.13,cobertura_ab
1508357,PA,Norte,2021,116.85,cobertura_aps
1508357,PA,Norte,2022,113.48,cobertura_aps
1508357,PA,Norte,2023,142.27,cobertura_aps
1508357,PA,Norte,2024,162.42,cobertura_aps
1508407,PA,Norte,2019,93.22,cobertura_ab
1508407,PA,Norte,2020,84.16,cobertura_ab
1508407,PA,Norte,2021,96.38,cobertura_aps
1508407,PA,Norte,2022,100.82,cobertura_aps
1508407,PA,Norte,2023,86.02,cobertura_aps
1508407,PA,Norte,2024,91.53,cobertura_aps
1600055,AP,Norte,2019,100.0,cobertura_ab
1600055,AP,Norte,2020,80.33,cobertura_ab
1600055,AP,Norte,2021,154.12,cobertura_aps
1600055,AP,Norte,2022,188.27,cobertura_aps
1600055,AP,Norte,2023,224.69,cobertura_aps
1600055,AP,Norte,2024,224.69,cobertura_aps
1600105,AP,Norte,2019,100.0,cobertura_ab
1600105,AP,Norte,2020,75.25,cobertura_ab
1600105,AP,Norte,2021,114.29,cobertura_aps
1600105,AP,Norte,2022,113.32,cobertura_aps
1600105,AP,Norte,2023,132.19,cobertura_aps
1600105,AP,Norte,2024,159.72,cobertura_aps
1600154,AP,Norte,2019,59.56,cobertura_ab
1600154,AP,Norte,2020,65.83,cobertura_ab
1600154,AP,Norte,2021,93.98,cobertura_aps
1600154,AP,Norte,2022,99.29,cobertura_aps
1600154,AP,Norte,2023,136.21,cobertura_aps
1600154,AP,Norte,2024,136.21,cobertura_aps
1600204,AP,Norte,2019,98.24,cobertura_ab
1600204,AP,Norte,2020,81.9,cobertura_ab
1600204,AP,Norte,2021,123.82,cobertura_aps
1600204,AP,Norte,2022,121.81,cobertura_aps
1600204,AP,Norte,2023,148.41,cobertura_aps
1600204,AP,Norte,2024,181.39,cobertura_aps
1600212,AP,Norte,2019,77.94,cobertura_ab
1600212,AP,Norte,2020,100.0,cobertura_ab
1600212,AP,Norte,2021,114.73,cobertura_aps
1600212,AP,Norte,2022,112.59,cobertura_aps
1600212,AP,Norte,2023,156.91,cobertura_aps
1600212,AP,Norte,2024,156.91,cobertura_aps
1600238,AP,Norte,2019,100.0,cobertura_ab
1600238,AP,Norte,2020,100.0,cobertura_ab
1600238,AP,Norte,2021,175.72,cobertura_aps
1600238,AP,Norte,2022,171.75,cobertura_aps
1600238,AP,Norte,2023,210.02,cobertura_aps
1600238,AP,Norte,2024,210.02,cobertura_aps
1600253,AP,Norte,2019,97.0,cobertura_ab
1600253,AP,Norte,2020,100.0,cobertura_ab
1600253,AP,Norte,2021,186.93,cobertura_aps
1600253,AP,Norte,2022,198.51,cobertura_aps
1600253,AP,Norte,2023,203.16,cobertura_aps
1600253,AP,Norte,2024,203.16,cobertura_aps
1600279,AP,Norte,2019,100.0,cobertura_ab
1600279,AP,Norte,2020,100.0,cobertura_ab
1600279,AP,Norte,2021,136.28,cobertura_aps
1600279,AP,Norte,2022,133.83,cobertura_aps
1600279,AP,Norte,2023,199.35,cobertura_aps
1600279,AP,Norte,2024,199.35,cobertura_aps
1600303,AP,Norte,2019,66.83,cobertura_ab
1600303,AP,Norte,2020,77.32,cobertura_ab
1600303,AP,Norte,2021,54.39,cobertura_aps
1600303,AP,Norte,2022,58.9,cobertura_aps
1600303,AP,Norte,2023,76.2,cobertura_aps
1600303,AP,Norte,2024,104.91,cobertura_aps
1600402,AP,Norte,2019,99.2,cobertura_ab
1600402,AP,Norte,2020,97.13,cobertura_ab
1600402,AP,Norte,2021,117.7,cobertura_aps
1600402,AP,Norte,2022,135.0,cobertura_aps
1600402,AP,Norte,2023,138.35,cobertura_aps
1600402,AP,Norte,2024,143.67,cobertura_aps
1600501,AP,Norte,2019,75.58,cobertura_ab
1600501,AP,Norte,2020,79.11,cobertura_ab
1600501,AP,Norte,2021,82.57,cobertura_aps
1600501,AP,Norte,2022,85.86,cobertura_aps
1600501,AP,Norte,2023,87.02,cobertura_aps
1600501,AP,Norte,2024,111.43,cobertura_aps
1600535,AP,Norte,2019,93.79,cobertura_ab
1600535,AP,Norte,2020,98.07,cobertura_ab
1600535,AP,Norte,2021,124.71,cobertura_aps
1600535,AP,Norte,2022,122.12,cobertura_aps
1600535,AP,Norte,2023,174.86,cobertura_aps
1600535,AP,Norte,2024,176.49,cobertura_aps
1600550,AP,Norte,2019,97.42,cobertura_ab
1600550,AP,Norte,2020,100.0,cobertura_ab
1600550,AP,Norte,2021,133.43,cobertura_aps
1600550,AP,Norte,2022,130.35,cobertura_aps
1600550,AP,Norte,2023,276.09,cobertura_aps
1600550,AP,Norte,2024,276.09,cobertura_aps
1600600,AP,Norte,2019,95.56,cobertura_ab
1600600,AP,Norte,2020,93.71,cobertura_ab
1600600,AP,Norte,2021,83.16,cobertura_aps
1600600,AP,Norte,2022,83.65,cobertura_aps
1600600,AP,Norte,2023,97.56,cobertura_aps
1600600,AP,Norte,2024,97.56,cobertura_aps
1600709,AP,Norte,2019,69.93,cobertura_ab
1600709,AP,Norte,2020,76.38,cobertura_ab
1600709,AP,Norte,2021,79.3,cobertura_aps
1600709,AP,Norte,2022,114.0,cobertura_aps
1600709,AP,Norte,2023,238.57,cobertura_aps
1600709,AP,Norte,2024,266.55,cobertura_aps
1600808,AP,Norte,2019,100.0,cobertura_ab
1600808,AP,Norte,2020,93.75,cobertura_ab
1600808,AP,Norte,2021,123.93,cobertura_aps
1600808,AP,Norte,2022,127.15,cobertura_aps
1600808,AP,Norte,2023,179.75,cobertura_aps
1600808,AP,Norte,2024,181.28,cobertura_aps
1700251,TO,Norte,2019,100.0,cobertura_ab
1700251,TO,Norte,2020,100.0,cobertura_ab
1700251,TO,Norte,2021,134.92,cobertura_aps
1700251,TO,Norte,2022,134.15,cobertura_aps
1700251,TO,Norte,2023,135.86,cobertura_aps
1700251,TO,Norte,2024,135.86,cobertura_aps
1700301,TO,Norte,2019,96.04,cobertura_ab
1700301,TO,Norte,2020,100.0,cobertura_ab
1700301,TO,Norte,2021,101.56,cobertura_aps
1700301,TO,Norte,2022,99.3,cobertura_aps
1700301,TO,Norte,2023,155.65,cobertura_aps
1700301,TO,Norte,2024,155.65,cobertura_aps
1700350,TO,Norte,2019,100.0,cobertura_ab
1700350,TO,Norte,2020,91.67,cobertura_ab
1700350,TO,Norte,2021,130.93,cobertura_aps
1700350,TO,Norte,2022,132.0,cobertura_aps
1700350,TO,Norte,2023,136.0,cobertura_aps
1700350,TO,Norte,2024,136.0,cobertura_aps
1700400,TO,Norte,2019,100.0,cobertura_ab
1700400,TO,Norte,2020,100.0,cobertura_ab
1700400,TO,Norte,2021,150.45,cobertura_aps
1700400,TO,Norte,2022,152.06,cobertura_aps
1700400,TO,Norte,2023,161.56,cobertura_aps
1700400,TO,Norte,2024,161.56,cobertura_aps
1700707,TO,Norte,2019,100.0,cobertura_ab
1700707,TO,Norte,2020,100.0,cobertura_ab
1700707,TO,Norte,2021,166.74,cobertura_aps
1700707,TO,Norte,2022,167.04,cobertura_aps
1700707,TO,Norte,2023,159.05,cobertura_aps
1700707,TO,Norte,2024,159.05,cobertura_aps
1701002,TO,Norte,2019,100.0,cobertura_ab
1701002,TO,Norte,2020,100.0,cobertura_ab
1701002,TO,Norte,2021,187.92,cobertura_aps
1701002,TO,Norte,2022,185.47,cobertura_aps
1701002,TO,Norte,2023,169.49,cobertura_aps
1701002,TO,Norte,2024,169.74,cobertura_aps
1701051,TO,Norte,2019,100.0,cobertura_ab
1701051,TO,Norte,2020,100.0,cobertura_ab
1701051,TO,Norte,2021,202.66,cobertura_aps
1701051,TO,Norte,2022,201.43,cobertura_aps
1701051,TO,Norte,2023,243.39,cobertura_aps
1701051,TO,Norte,2024,243.39,cobertura_aps
1701101,TO,Norte,2019,100.0,cobertura_ab
1701101,TO,Norte,2020,95.32,cobertura_ab
1701101,TO,Norte,2021,144.38,cobertura_aps
1701101,TO,Norte,2022,142.82,cobertura_aps
1701101,TO,Norte,2023,144.15,cobertura_aps
1701101,TO,Norte,2024,144.15,cobertura_aps
1701309,TO,Norte,2019,100.0,cobertura_ab
1701309,TO,Norte,2020,100.0,cobertura_ab
1701309,TO,Norte,2021,183.21,cobertura_aps
1701309,TO,Norte,2022,184.04,cobertura_aps
1701309,TO,Norte,2023,198.48,cobertura_aps
1701309,TO,Norte,2024,198.48,cobertura_aps
1701903,TO,Norte,2019,100.0,cobertura_ab
1701903,TO,Norte,2020,99.56,cobertura_ab
1701903,TO,Norte,2021,151.31,cobertura_aps
1701903,TO,Norte,2022,145.36,cobertura_aps
1701903,TO,Norte,2023,177.15,cobertura_aps
1701903,TO,Norte,2024,177.15,cobertura_aps
1702000,TO,Norte,2019,100.0,cobertura_ab
1702000,TO,Norte,2020,100.0,cobertura_ab
1702000,TO,Norte,2021,169.05,cobertura_aps
1702000,TO,Norte,2022,166.31,cobertura_aps
1702000,TO,Norte,2023,172.13,cobertura_aps
1702000,TO,Norte,2024,172.13,cobertura_aps
1702109,TO,Norte,2019,61.87,cobertura_ab
1702109,TO,Norte,2020,62.79,cobertura_ab
1702109,TO,Norte,2021,91.3,cobertura_aps
1702109,TO,Norte,2022,90.25,cobertura_aps
1702109,TO,Norte,2023,108.22,cobertura_aps
1702109,TO,Norte,2024,125.41,cobertura_aps
1702158,TO,Norte,2019,100.0,cobertura_ab
1702158,TO,Norte,2020,85.04,cobertura_ab
1702158,TO,Norte,2021,169.92,cobertura_aps
1702158,TO,Norte,2022,164.36,cobertura_aps
1702158,TO,Norte,2023,253.76,cobertura_aps
1702158,TO,Norte,2024,314.67,cobertura_aps
1702208,TO,Norte,2019,92.93,cobertura_ab
1702208,TO,Norte,2020,99.6,cobertura_ab
1702208,TO,Norte,2021,138.04,cobertura_aps
1702208,TO,Norte,2022,133.97,cobertura_aps
1702208,TO,Norte,2023,153.57,cobertura_aps
1702208,TO,Norte,2024,186.41,cobertura_aps
1702307,TO,Norte,2019,91.95,cobertura_ab
1702307,TO,Norte,2020,100.0,cobertura_ab
1702307,TO,Norte,2021,158.7,cobertura_aps
1702307,TO,Norte,2022,159.33,cobertura_aps
1702307,TO,Norte,2023,189.18,cobertura_aps
1702307,TO,Norte,2024,189.18,cobertura_aps
1702406,TO,Norte,2019,99.01,cobertura_ab
1702406,TO,Norte,2020,99.66,cobertura_ab
1702406,TO,Norte,2021,135.81,cobertura_aps
1702406,TO,Norte,2022,133.3,cobertura_aps
1702406,TO,Norte,2023,136.09,cobertura_aps
1702406,TO,Norte,2024,136.18,cobertura_aps
1702554,TO,Norte,2019,94.89,cobertura_ab
1702554,TO,Norte,2020,97.9,cobertura_ab
1702554,TO,Norte,2021,115.86,cobertura_aps
1702554,TO,Norte,2022,111.28,cobertura_aps
1702554,TO,Norte,2023,120.1,cobertura_aps
1702554,TO,Norte,2024,120.1,cobertura_aps
1702703,TO,Norte,2019,97.49,cobertura_ab
1702703,TO,Norte,2020,98.64,cobertura_ab
1702703,TO,Norte,2021,185.03,cobertura_aps
1702703,TO,Norte,2022,183.77,cobertura_aps
1702703,TO,Norte,2023,209.45,cobertura_aps
1702703,TO,Norte,2024,209.45,cobertura_aps
1702901,TO,Norte,2019,100.0,cobertura_ab
1702901,TO,Norte,2020,100.0,cobertura_ab
1702901,TO,Norte,2021,178.8,cobertura_aps
1702901,TO,Norte,2022,178.26,cobertura_aps
1702901,TO,Norte,2023,170.53,cobertura_aps
1702901,TO,Norte,2024,170.53,cobertura_aps
1703008,TO,Norte,2019,98.05,cobertura_ab
1703008,TO,Norte,2020,93.28,cobertura_ab
1703008,TO,Norte,2021,134.51,cobertura_aps
1703008,TO,Norte,2022,131.23,cobertura_aps
1703008,TO,Norte,2023,177.66,cobertura_aps
1703008,TO,Norte,2024,177.66,cobertura_aps
1703057,TO,Norte,2019,83.33,cobertura_ab
1703057,TO,Norte,2020,100.0,cobertura_ab
1703057,TO,Norte,2021,194.87,cobertura_aps
1703057,TO,Norte,2022,192.78,cobertura_aps
1703057,TO,Norte,2023,205.45,cobertura_aps
1703057,TO,Norte,2024,205.45,cobertura_aps
1703073,TO,Norte,2019,100.0,cobertura_ab
1703073,TO,Norte,2020,97.93,cobertura_ab
1703073,TO,Norte,2021,151.12,cobertura_aps
1703073,TO,Norte,2022,149.79,cobertura_aps
1703073,TO,Norte,2023,156.38,cobertura_aps
1703073,TO,Norte,2024,156.38,cobertura_aps
1703107,TO,Norte,2019,100.0,cobertura_ab
1703107,TO,Norte,2020,100.0,cobertura_ab
1703107,TO,Norte,2021,160.44,cobertura_aps
1703107,TO,Norte,2022,185.21,cobertura_aps
1703107,TO,Norte,2023,216.67,cobertura_aps
1703107,TO,Norte,2024,216.67,cobertura_aps
1703206,TO,Norte,2019,100.0,cobertura_ab
1703206,TO,Norte,2020,100.0,cobertura_ab
1703206,TO,Norte,2021,209.85,cobertura_aps
1703206,TO,Norte,2022,157.69,cobertura_aps
1703206,TO,Norte,2023,165.63,cobertura_aps
1703206,TO,Norte,2024,165.52,cobertura_aps
1703305,TO,Norte,2019,100.0,cobertura_ab
1703305,TO,Norte,2020,100.0,cobertura_ab
1703305,TO,Norte,2021,139.77,cobertura_aps
1703305,TO,Norte,2022,136.71,cobertura_aps
1703305,TO,Norte,2023,238.35,cobertura_aps
1703305,TO,Norte,2024,260.02,cobertura_aps
1703602,TO,Norte,2019,100.0,cobertura_ab
1703602,TO,Norte,2020,100.0,cobertura_ab
1703602,TO,Norte,2021,158.29,cobertura_aps
1703602,TO,Norte,2022,157.58,cobertura_aps
1703602,TO,Norte,2023,177.3,cobertura_aps
1703602,TO,Norte,2024,177.3,cobertura_aps
1703701,TO,Norte,2019,100.0,cobertura_ab
1703701,TO,Norte,2020,100.0,cobertura_ab
1703701,TO,Norte,2021,126.83,cobertura_aps
1703701,TO,Norte,2022,142.15,cobertura_aps
1703701,TO,Norte,2023,222.22,cobertura_aps
1703701,TO,Norte,2024,222.22,cobertura_aps
1703800,TO,Norte,2019,100.0,cobertura_ab
1703800,TO,Norte,2020,100.0,cobertura_ab
1703800,TO,Norte,2021,136.99,cobertura_aps
1703800,TO,Norte,2022,180.35,cobertura_aps
1703800,TO,Norte,2023,203.74,cobertura_aps
1703800,TO,Norte,2024,203.74,cobertura_aps
1703826,TO,Norte,2019,100.0,cobertura_ab
1703826,TO,Norte,2020,83.33,cobertura_ab
1703826,TO,Norte,2021,153.23,cobertura_aps
1703826,TO,Norte,2022,152.63,cobertura_aps
1703826,TO,Norte,2023,178.48,cobertura_aps
1703826,TO,Norte,2024,178.48,cobertura_aps
1703842,TO,Norte,2019,94.92,cobertura_ab
1703842,TO,Norte,2020,89.4,cobertura_ab
1703842,TO,Norte,2021,101.82,cobertura_aps
1703842,TO,Norte,2022,99.95,cobertura_aps
1703842,TO,Norte,2023,121.34,cobertura_aps
1703842,TO,Norte,2024,165.16,cobertura_aps
1703867,TO,Norte,2019,100.0,cobertura_ab
1703867,TO,Norte,2020,100.0,cobertura_ab
1703867,TO,Norte,2021,180.24,cobertura_aps
1703867,TO,Norte,2022,155.59,cobertura_aps
1703867,TO,Norte,2023,192.18,cobertura_aps
1703867,TO,Norte,2024,187.23,cobertura_aps
1703883,TO,Norte,2019,100.0,cobertura_ab
1703883,TO,Norte,2020,100.0,cobertura_ab
1703883,TO,Norte,2021,134.46,cobertura_aps
1703883,TO,Norte,2022,133.23,cobertura_aps
1703883,TO,Norte,2023,159.01,cobertura_aps
1703883,TO,Norte,2024,159.01,cobertura_aps
1703891,TO,Norte,2019,100.0,cobertura_ab
1703891,TO,Norte,2020,100.0,cobertura_ab
1703891,TO,Norte,2021,169.49,cobertura_aps
1703891,TO,Norte,2022,168.06,cobertura_aps
1703891,TO,Norte,2023,210.97,cobertura_aps
1703891,TO,Norte,2024,210.97,cobertura_aps
1703909,TO,Norte,2019,100.0,cobertura_ab
1703909,TO,Norte,2020,94.04,cobertura_ab
1703909,TO,Norte,2021,128.62,cobertura_aps
1703909,TO,Norte,2022,153.39,cobertura_aps
1703909,TO,Norte,2023,192.55,cobertura_aps
1703909,TO,Norte,2024,216.62,cobertura_aps
1704105,TO,Norte,2019,100.0,cobertura_ab
1704105,TO,Norte,2020,100.0,cobertura_ab
1704105,TO,Norte,2021,119.2,cobertura_aps
1704105,TO,Norte,2022,118.0,cobertura_aps
1704105,TO,Norte,2023,164.24,cobertura_aps
1704105,TO,Norte,2024,164.24,cobertura_aps
1704600,TO,Norte,2019,100.0,cobertura_ab
1704600,TO,Norte,2020,100.0,cobertura_ab
1704600,TO,Norte,2021,248.22,cobertura_aps
1704600,TO,Norte,2022,247.34,cobertura_aps
1704600,TO,Norte,2023,233.17,cobertura_aps
1704600,TO,Norte,2024,233.17,cobertura_aps
1705102,TO,Norte,2019,100.0,cobertura_ab
1705102,TO,Norte,2020,100.0,cobertura_ab
1705102,TO,Norte,2021,148.85,cobertura_aps
1705102,TO,Norte,2022,210.21,cobertura_aps
1705102,TO,Norte,2023,224.57,cobertura_aps
1705102,TO,Norte,2024,224.57,cobertura_aps
1705508,TO,Norte,2019,100.0,cobertura_ab
1705508,TO,Norte,2020,100.0,cobertura_ab
1705508,TO,Norte,2021,118.37,cobertura_aps
1705508,TO,Norte,2022,115.79,cobertura_aps
1705508,TO,Norte,2023,143.98,cobertura_aps
1705508,TO,Norte,2024,173.8,cobertura_aps
1705557,TO,Norte,2019,97.6,cobertura_ab
1705557,TO,Norte,2020,100.0,cobertura_ab
1705557,TO,Norte,2021,144.0,cobertura_aps
1705557,TO,Norte,2022,143.73,cobertura_aps
1705557,TO,Norte,2023,147.18,cobertura_aps
1705557,TO,Norte,2024,147.18,cobertura_aps
1705607,TO,Norte,2019,100.0,cobertura_ab
1705607,TO,Norte,2020,97.34,cobertura_ab
1705607,TO,Norte,2021,171.27,cobertura_aps
1705607,TO,Norte,2022,171.99,cobertura_aps
1705607,TO,Norte,2023,180.08,cobertura_aps
1705607,TO,Norte,2024,180.08,cobertura_aps
1706001,TO,Norte,2019,100.0,cobertura_ab
1706001,TO,Norte,2020,100.0,cobertura_ab
1706001,TO,Norte,2021,134.48,cobertura_aps
1706001,TO,Norte,2022,184.53,cobertura_aps
1706001,TO,Norte,2023,191.49,cobertura_aps
1706001,TO,Norte,2024,196.96,cobertura_aps
1706100,TO,Norte,2019,99.54,cobertura_ab
1706100,TO,Norte,2020,99.11,cobertura_ab
1706100,TO,Norte,2021,149.0,cobertura_aps
1706100,TO,Norte,2022,144.46,cobertura_aps
1706100,TO,Norte,2023,192.27,cobertura_aps
1706100,TO,Norte,2024,164.8,cobertura_aps
1706258,TO,Norte,2019,100.0,cobertura_ab
1706258,TO,Norte,2020,100.0,cobertura_ab
1706258,TO,Norte,2021,201.72,cobertura_aps
1706258,TO,Norte,2022,200.11,cobertura_aps
1706258,TO,Norte,2023,238.09,cobertura_aps
1706258,TO,Norte,2024,238.09,cobertura_aps
1706506,TO,Norte,2019,96.44,cobertura_ab
1706506,TO,Norte,2020,96.38,cobertura_ab
1706506,TO,Norte,2021,141.72,cobertura_aps
